Team Home,Team Away,Ergebnis,Saison,Spieltag,Wochentag,Liga
Hertha BSC,FC Augsburg,0:0,2015,18,Saturday,bl1
FC Ingolstadt 04,1. FSV Mainz 05,1:0,2015,18,Saturday,bl1
Borussia Mönchengladbach,Borussia Dortmund,1:3,2015,18,Saturday,bl1
Eintracht Frankfurt,VfL Wolfsburg,3:2,2015,18,Sunday,bl1
FC Schalke 04,SV Werder Bremen,1:3,2015,18,Sunday,bl1
SV Sandhausen,Eintracht Braunschweig,0:2,2015,18,Friday,bl2
TSV 1860 München,1. FC Heidenheim 1846,1:3,2015,18,Friday,bl2
VfL Bochum,SC Paderborn 07,4:0,2015,18,Friday,bl2
Fortuna Düsseldorf,1. FC Union Berlin,0:3,2015,18,Saturday,bl2
Karlsruher SC,SpVgg Greuther Fürth,1:0,2015,18,Saturday,bl2
1. FC Kaiserslautern,MSV Duisburg,2:0,2015,18,Sunday,bl2
1. FC Nürnberg,SC Freiburg,2:1,2015,18,Sunday,bl2
RB Leipzig,FSV Frankfurt,3:1,2015,18,Sunday,bl2
Arminia Bielefeld,FC St. Pauli,0:0,2015,18,Monday,bl2
1. FSV Mainz 05,Borussia Mönchengladbach,1:0,2015,19,Friday,bl1
SV Darmstadt 98,FC Schalke 04,0:2,2015,19,Saturday,bl1
Borussia Dortmund,FC Ingolstadt 04,2:0,2015,19,Saturday,bl1
FC Augsburg,Eintracht Frankfurt,0:0,2015,19,Saturday,bl1
Bayer 04 Leverkusen,Hannover 96,3:0,2015,19,Saturday,bl1
SV Werder Bremen,Hertha BSC,3:3,2015,19,Saturday,bl1
VfB Stuttgart,Hamburger SV,2:1,2015,19,Saturday,bl1
VfL Wolfsburg,1. FC Köln,1:1,2015,19,Sunday,bl1
FC Bayern München,TSG Hoffenheim,2:0,2015,19,Sunday,bl1
1. FC Union Berlin,SV Sandhausen,1:0,2015,19,Friday,bl2
FC St. Pauli,Karlsruher SC,1:2,2015,19,Friday,bl2
FSV Frankfurt,Arminia Bielefeld,1:2,2015,19,Friday,bl2
1. FC Heidenheim 1846,1. FC Nürnberg,0:3,2015,19,Saturday,bl2
SpVgg Greuther Fürth,RB Leipzig,1:2,2015,19,Saturday,bl2
Eintracht Braunschweig,1. FC Kaiserslautern,1:1,2015,19,Sunday,bl2
MSV Duisburg,VfL Bochum,0:0,2015,19,Sunday,bl2
SC Freiburg,TSV 1860 München,3:0,2015,19,Sunday,bl2
SC Paderborn 07,Fortuna Düsseldorf,0:0,2015,19,Monday,bl2
Borussia Mönchengladbach,SV Werder Bremen,5:1,2015,20,Friday,bl1
Hannover 96,1. FSV Mainz 05,0:1,2015,20,Saturday,bl1
Hertha BSC,Borussia Dortmund,0:0,2015,20,Saturday,bl1
FC Schalke 04,VfL Wolfsburg,3:0,2015,20,Saturday,bl1
Eintracht Frankfurt,VfB Stuttgart,2:4,2015,20,Saturday,bl1
FC Ingolstadt 04,FC Augsburg,2:1,2015,20,Saturday,bl1
Bayer 04 Leverkusen,FC Bayern München,0:0,2015,20,Saturday,bl1
Hamburger SV,1. FC Köln,1:1,2015,20,Sunday,bl1
TSG Hoffenheim,SV Darmstadt 98,0:2,2015,20,Sunday,bl1
1. FC Kaiserslautern,1. FC Union Berlin,2:2,2015,20,Friday,bl2
SV Sandhausen,SC Paderborn 07,1:0,2015,20,Friday,bl2
VfL Bochum,SC Freiburg,2:0,2015,20,Friday,bl2
Fortuna Düsseldorf,1. FC Heidenheim 1846,0:1,2015,20,Saturday,bl2
TSV 1860 München,1. FC Nürnberg,0:1,2015,20,Saturday,bl2
Karlsruher SC,FSV Frankfurt,1:1,2015,20,Sunday,bl2
RB Leipzig,Eintracht Braunschweig,2:0,2015,20,Sunday,bl2
SpVgg Greuther Fürth,FC St. Pauli,0:2,2015,20,Sunday,bl2
Arminia Bielefeld,MSV Duisburg,2:1,2015,20,Monday,bl2
1. FSV Mainz 05,FC Schalke 04,2:1,2015,21,Friday,bl1
Borussia Dortmund,Hannover 96,1:0,2015,21,Saturday,bl1
VfB Stuttgart,Hertha BSC,2:0,2015,21,Saturday,bl1
SV Werder Bremen,TSG Hoffenheim,1:1,2015,21,Saturday,bl1
VfL Wolfsburg,FC Ingolstadt 04,2:0,2015,21,Saturday,bl1
SV Darmstadt 98,Bayer 04 Leverkusen,1:2,2015,21,Saturday,bl1
1. FC Köln,Eintracht Frankfurt,3:1,2015,21,Saturday,bl1
Hamburger SV,Borussia Mönchengladbach,3:2,2015,21,Sunday,bl1
FC Augsburg,FC Bayern München,1:3,2015,21,Sunday,bl1
FC St. Pauli,RB Leipzig,1:0,2015,21,Friday,bl2
FSV Frankfurt,SpVgg Greuther Fürth,1:2,2015,21,Friday,bl2
SC Paderborn 07,1. FC Kaiserslautern,0:4,2015,21,Friday,bl2
1. FC Heidenheim 1846,SV Sandhausen,1:1,2015,21,Saturday,bl2
MSV Duisburg,Karlsruher SC,0:1,2015,21,Saturday,bl2
1. FC Union Berlin,TSV 1860 München,3:0,2015,21,Sunday,bl2
Eintracht Braunschweig,Arminia Bielefeld,1:0,2015,21,Sunday,bl2
SC Freiburg,Fortuna Düsseldorf,1:2,2015,21,Sunday,bl2
1. FC Nürnberg,VfL Bochum,1:1,2015,21,Monday,bl2
Eintracht Frankfurt,Hamburger SV,0:0,2015,22,Friday,bl1
FC Ingolstadt 04,SV Werder Bremen,2:0,2015,22,Saturday,bl1
Borussia Mönchengladbach,1. FC Köln,1:0,2015,22,Saturday,bl1
TSG Hoffenheim,1. FSV Mainz 05,3:2,2015,22,Saturday,bl1
FC Bayern München,SV Darmstadt 98,3:1,2015,22,Saturday,bl1
Hertha BSC,VfL Wolfsburg,1:1,2015,22,Saturday,bl1
Bayer 04 Leverkusen,Borussia Dortmund,0:1,2015,22,Sunday,bl1
Hannover 96,FC Augsburg,0:1,2015,22,Sunday,bl1
FC Schalke 04,VfB Stuttgart,1:1,2015,22,Sunday,bl1
FC St. Pauli,FSV Frankfurt,1:3,2015,22,Friday,bl2
RB Leipzig,1. FC Union Berlin,3:0,2015,22,Friday,bl2
SpVgg Greuther Fürth,MSV Duisburg,1:1,2015,22,Friday,bl2
1. FC Kaiserslautern,1. FC Heidenheim 1846,2:2,2015,22,Saturday,bl2
Karlsruher SC,Eintracht Braunschweig,2:2,2015,22,Saturday,bl2
Arminia Bielefeld,SC Paderborn 07,1:1,2015,22,Sunday,bl2
SV Sandhausen,SC Freiburg,0:2,2015,22,Sunday,bl2
TSV 1860 München,VfL Bochum,1:1,2015,22,Sunday,bl2
Fortuna Düsseldorf,1. FC Nürnberg,1:1,2015,22,Monday,bl2
1. FC Köln,Hertha BSC,0:1,2015,23,Friday,bl1
VfB Stuttgart,Hannover 96,1:2,2015,23,Saturday,bl1
Hamburger SV,FC Ingolstadt 04,1:1,2015,23,Saturday,bl1
VfL Wolfsburg,FC Bayern München,0:2,2015,23,Saturday,bl1
SV Werder Bremen,SV Darmstadt 98,2:2,2015,23,Saturday,bl1
FC Augsburg,Borussia Mönchengladbach,2:2,2015,23,Sunday,bl1
Borussia Dortmund,TSG Hoffenheim,3:1,2015,23,Sunday,bl1
1. FSV Mainz 05,Bayer 04 Leverkusen,3:1,2015,23,Sunday,bl1
Eintracht Frankfurt,FC Schalke 04,0:0,2015,23,Sunday,bl1
1. FC Nürnberg,SpVgg Greuther Fürth,2:1,2015,23,Friday,bl2
1. FC Union Berlin,Karlsruher SC,2:1,2015,23,Friday,bl2
SC Paderborn 07,RB Leipzig,0:1,2015,23,Friday,bl2
SC Freiburg,1. FC Kaiserslautern,2:0,2015,23,Saturday,bl2
TSV 1860 München,Fortuna Düsseldorf,3:2,2015,23,Saturday,bl2
VfL Bochum,SV Sandhausen,3:2,2015,23,Saturday,bl2
1. FC Heidenheim 1846,Arminia Bielefeld,3:2,2015,23,Sunday,bl2
Eintracht Braunschweig,FSV Frankfurt,0:0,2015,23,Sunday,bl2
MSV Duisburg,FC St. Pauli,0:2,2015,23,Sunday,bl2
FC Ingolstadt 04,1. FC Köln,1:1,2015,24,Tuesday,bl1
Hannover 96,VfL Wolfsburg,0:4,2015,24,Tuesday,bl1
FC Schalke 04,Hamburger SV,3:2,2015,24,Wednesday,bl1
Borussia Mönchengladbach,VfB Stuttgart,4:0,2015,24,Wednesday,bl1
TSG Hoffenheim,FC Augsburg,2:1,2015,24,Wednesday,bl1
Bayer 04 Leverkusen,SV Werder Bremen,1:4,2015,24,Wednesday,bl1
Hertha BSC,Eintracht Frankfurt,2:0,2015,24,Wednesday,bl1
SV Darmstadt 98,Borussia Dortmund,0:2,2015,24,Wednesday,bl1
FC Bayern München,1. FSV Mainz 05,1:2,2015,24,Wednesday,bl1
1. FC Kaiserslautern,TSV 1860 München,0:1,2015,24,Tuesday,bl2
Fortuna Düsseldorf,VfL Bochum,1:3,2015,24,Tuesday,bl2
Karlsruher SC,SC Paderborn 07,0:0,2015,24,Tuesday,bl2
SV Sandhausen,1. FC Nürnberg,0:2,2015,24,Tuesday,bl2
SpVgg Greuther Fürth,1. FC Union Berlin,2:0,2015,24,Tuesday,bl2
Arminia Bielefeld,SC Freiburg,1:4,2015,24,Wednesday,bl2
FSV Frankfurt,MSV Duisburg,3:3,2015,24,Wednesday,bl2
RB Leipzig,1. FC Heidenheim 1846,3:1,2015,24,Wednesday,bl2
FC St. Pauli,Eintracht Braunschweig,1:0,2015,24,Thursday,bl2
1. FC Köln,FC Schalke 04,1:3,2015,25,Saturday,bl1
FC Augsburg,Bayer 04 Leverkusen,3:3,2015,25,Saturday,bl1
VfL Wolfsburg,Borussia Mönchengladbach,2:1,2015,25,Saturday,bl1
SV Werder Bremen,Hannover 96,4:1,2015,25,Saturday,bl1
VfB Stuttgart,TSG Hoffenheim,5:1,2015,25,Saturday,bl1
Eintracht Frankfurt,FC Ingolstadt 04,1:1,2015,25,Saturday,bl1
Borussia Dortmund,FC Bayern München,0:0,2015,25,Saturday,bl1
1. FSV Mainz 05,SV Darmstadt 98,0:0,2015,25,Sunday,bl1
Hamburger SV,Hertha BSC,2:0,2015,25,Sunday,bl1
Fortuna Düsseldorf,Karlsruher SC,0:1,2015,25,Friday,bl2
TSV 1860 München,SV Sandhausen,3:2,2015,25,Friday,bl2
1. FC Nürnberg,1. FC Kaiserslautern,2:1,2015,25,Friday,bl2
SC Paderborn 07,SpVgg Greuther Fürth,1:1,2015,25,Saturday,bl2
1. FC Union Berlin,FSV Frankfurt,4:0,2015,25,Saturday,bl2
Eintracht Braunschweig,MSV Duisburg,1:1,2015,25,Sunday,bl2
VfL Bochum,Arminia Bielefeld,2:2,2015,25,Sunday,bl2
1. FC Heidenheim 1846,FC St. Pauli,2:0,2015,25,Sunday,bl2
SC Freiburg,RB Leipzig,2:1,2015,25,Monday,bl2
Hertha BSC,FC Schalke 04,2:0,2015,26,Friday,bl1
TSG Hoffenheim,VfL Wolfsburg,1:0,2015,26,Saturday,bl1
FC Ingolstadt 04,VfB Stuttgart,3:3,2015,26,Saturday,bl1
SV Darmstadt 98,FC Augsburg,2:2,2015,26,Saturday,bl1
Borussia Mönchengladbach,Eintracht Frankfurt,3:0,2015,26,Saturday,bl1
Hannover 96,1. FC Köln,0:2,2015,26,Saturday,bl1
FC Bayern München,SV Werder Bremen,5:0,2015,26,Saturday,bl1
Bayer 04 Leverkusen,Hamburger SV,1:0,2015,26,Sunday,bl1
Borussia Dortmund,1. FSV Mainz 05,2:0,2015,26,Sunday,bl1
SpVgg Greuther Fürth,Eintracht Braunschweig,3:0,2015,26,Friday,bl2
FC St. Pauli,SC Paderborn 07,3:4,2015,26,Friday,bl2
Arminia Bielefeld,1. FC Nürnberg,0:4,2015,26,Friday,bl2
SV Sandhausen,Fortuna Düsseldorf,1:0,2015,26,Saturday,bl2
MSV Duisburg,1. FC Union Berlin,2:1,2015,26,Saturday,bl2
Karlsruher SC,1. FC Heidenheim 1846,0:0,2015,26,Sunday,bl2
RB Leipzig,TSV 1860 München,2:1,2015,26,Sunday,bl2
FSV Frankfurt,SC Freiburg,1:3,2015,26,Sunday,bl2
1. FC Kaiserslautern,VfL Bochum,0:2,2015,26,Monday,bl2
FC Schalke 04,Borussia Mönchengladbach,2:1,2015,27,Friday,bl1
Hertha BSC,FC Ingolstadt 04,2:1,2015,27,Saturday,bl1
1. FC Köln,FC Bayern München,0:1,2015,27,Saturday,bl1
VfL Wolfsburg,SV Darmstadt 98,1:1,2015,27,Saturday,bl1
Hamburger SV,TSG Hoffenheim,1:3,2015,27,Saturday,bl1
SV Werder Bremen,1. FSV Mainz 05,1:1,2015,27,Saturday,bl1
Eintracht Frankfurt,Hannover 96,1:0,2015,27,Saturday,bl1
VfB Stuttgart,Bayer 04 Leverkusen,0:2,2015,27,Sunday,bl1
FC Augsburg,Borussia Dortmund,1:3,2015,27,Sunday,bl1
SC Paderborn 07,MSV Duisburg,0:0,2015,27,Friday,bl2
1. FC Union Berlin,Eintracht Braunschweig,3:1,2015,27,Friday,bl2
1. FC Heidenheim 1846,FSV Frankfurt,2:2,2015,27,Friday,bl2
Fortuna Düsseldorf,1. FC Kaiserslautern,4:3,2015,27,Saturday,bl2
SV Sandhausen,FC St. Pauli,0:2,2015,27,Saturday,bl2
1. FC Nürnberg,RB Leipzig,3:1,2015,27,Sunday,bl2
VfL Bochum,SpVgg Greuther Fürth,2:2,2015,27,Sunday,bl2
TSV 1860 München,Arminia Bielefeld,1:1,2015,27,Sunday,bl2
SC Freiburg,Karlsruher SC,1:0,2015,27,Monday,bl2
Bayer 04 Leverkusen,VfL Wolfsburg,3:0,2015,28,Friday,bl1
FC Bayern München,Eintracht Frankfurt,1:0,2015,28,Saturday,bl1
FC Ingolstadt 04,FC Schalke 04,3:0,2015,28,Saturday,bl1
Hannover 96,Hamburger SV,0:3,2015,28,Saturday,bl1
SV Darmstadt 98,VfB Stuttgart,2:2,2015,28,Saturday,bl1
1. FSV Mainz 05,FC Augsburg,4:2,2015,28,Saturday,bl1
Borussia Dortmund,SV Werder Bremen,3:2,2015,28,Saturday,bl1
Borussia Mönchengladbach,Hertha BSC,5:0,2015,28,Sunday,bl1
TSG Hoffenheim,1. FC Köln,1:1,2015,28,Sunday,bl1
Eintracht Braunschweig,SC Paderborn 07,2:1,2015,28,Friday,bl2
FC St. Pauli,1. FC Union Berlin,0:0,2015,28,Friday,bl2
MSV Duisburg,1. FC Heidenheim 1846,0:2,2015,28,Friday,bl2
RB Leipzig,VfL Bochum,3:1,2015,28,Saturday,bl2
Arminia Bielefeld,Fortuna Düsseldorf,0:0,2015,28,Saturday,bl2
Karlsruher SC,TSV 1860 München,3:1,2015,28,Sunday,bl2
1. FC Kaiserslautern,SV Sandhausen,2:0,2015,28,Sunday,bl2
FSV Frankfurt,1. FC Nürnberg,0:3,2015,28,Sunday,bl2
SpVgg Greuther Fürth,SC Freiburg,2:3,2015,28,Monday,bl2
Hertha BSC,Hannover 96,2:2,2015,29,Friday,bl1
Eintracht Frankfurt,TSG Hoffenheim,0:2,2015,29,Saturday,bl1
VfB Stuttgart,FC Bayern München,1:3,2015,29,Saturday,bl1
Hamburger SV,SV Darmstadt 98,1:2,2015,29,Saturday,bl1
FC Ingolstadt 04,Borussia Mönchengladbach,1:0,2015,29,Saturday,bl1
SV Werder Bremen,FC Augsburg,1:2,2015,29,Saturday,bl1
VfL Wolfsburg,1. FSV Mainz 05,1:1,2015,29,Saturday,bl1
FC Schalke 04,Borussia Dortmund,2:2,2015,29,Sunday,bl1
1. FC Köln,Bayer 04 Leverkusen,0:2,2015,29,Sunday,bl1
1. FC Heidenheim 1846,Eintracht Braunschweig,2:2,2015,29,Friday,bl2
SC Paderborn 07,1. FC Union Berlin,0:4,2015,29,Friday,bl2
TSV 1860 München,SpVgg Greuther Fürth,0:1,2015,29,Friday,bl2
SV Sandhausen,Arminia Bielefeld,1:4,2015,29,Saturday,bl2
VfL Bochum,FSV Frankfurt,4:1,2015,29,Saturday,bl2
1. FC Kaiserslautern,Karlsruher SC,0:0,2015,29,Sunday,bl2
1. FC Nürnberg,MSV Duisburg,1:2,2015,29,Sunday,bl2
SC Freiburg,FC St. Pauli,4:3,2015,29,Sunday,bl2
Fortuna Düsseldorf,RB Leipzig,1:3,2015,29,Monday,bl2
Hannover 96,Borussia Mönchengladbach,2:0,2015,30,Friday,bl1
FC Augsburg,VfB Stuttgart,1:0,2015,30,Saturday,bl1
Bayer 04 Leverkusen,Eintracht Frankfurt,3:0,2015,30,Saturday,bl1
TSG Hoffenheim,Hertha BSC,2:1,2015,30,Saturday,bl1
SV Darmstadt 98,FC Ingolstadt 04,2:0,2015,30,Saturday,bl1
SV Werder Bremen,VfL Wolfsburg,3:2,2015,30,Saturday,bl1
FC Bayern München,FC Schalke 04,3:0,2015,30,Saturday,bl1
Borussia Dortmund,Hamburger SV,3:0,2015,30,Sunday,bl1
1. FSV Mainz 05,1. FC Köln,2:3,2015,30,Sunday,bl1
FSV Frankfurt,SC Paderborn 07,0:2,2015,30,Friday,bl2
MSV Duisburg,TSV 1860 München,2:1,2015,30,Friday,bl2
RB Leipzig,SV Sandhausen,0:1,2015,30,Friday,bl2
FC St. Pauli,VfL Bochum,2:0,2015,30,Saturday,bl2
Karlsruher SC,1. FC Nürnberg,2:1,2015,30,Saturday,bl2
1. FC Union Berlin,1. FC Heidenheim 1846,1:0,2015,30,Sunday,bl2
Arminia Bielefeld,1. FC Kaiserslautern,0:1,2015,30,Sunday,bl2
SpVgg Greuther Fürth,Fortuna Düsseldorf,3:1,2015,30,Sunday,bl2
Eintracht Braunschweig,SC Freiburg,2:2,2015,30,Monday,bl2
Hamburger SV,SV Werder Bremen,2:1,2015,31,Friday,bl1
VfL Wolfsburg,FC Augsburg,0:2,2015,31,Saturday,bl1
FC Ingolstadt 04,Hannover 96,2:2,2015,31,Saturday,bl1
Hertha BSC,FC Bayern München,0:2,2015,31,Saturday,bl1
1. FC Köln,SV Darmstadt 98,4:1,2015,31,Saturday,bl1
VfB Stuttgart,Borussia Dortmund,0:3,2015,31,Saturday,bl1
FC Schalke 04,Bayer 04 Leverkusen,2:3,2015,31,Saturday,bl1
Borussia Mönchengladbach,TSG Hoffenheim,3:1,2015,31,Sunday,bl1
Eintracht Frankfurt,1. FSV Mainz 05,2:1,2015,31,Sunday,bl1
Fortuna Düsseldorf,FC St. Pauli,1:1,2015,31,Friday,bl2
SC Freiburg,MSV Duisburg,3:0,2015,31,Friday,bl2
VfL Bochum,Karlsruher SC,1:1,2015,31,Friday,bl2
1. FC Heidenheim 1846,SC Paderborn 07,1:1,2015,31,Saturday,bl2
1. FC Nürnberg,1. FC Union Berlin,6:2,2015,31,Saturday,bl2
Arminia Bielefeld,SpVgg Greuther Fürth,4:2,2015,31,Sunday,bl2
SV Sandhausen,FSV Frankfurt,1:0,2015,31,Sunday,bl2
TSV 1860 München,Eintracht Braunschweig,1:0,2015,31,Sunday,bl2
1. FC Kaiserslautern,RB Leipzig,1:1,2015,31,Monday,bl2
FC Augsburg,1. FC Köln,0:0,2015,32,Friday,bl1
Borussia Dortmund,VfL Wolfsburg,5:1,2015,32,Saturday,bl1
1. FSV Mainz 05,Hamburger SV,0:0,2015,32,Saturday,bl1
SV Darmstadt 98,Eintracht Frankfurt,1:2,2015,32,Saturday,bl1
Hannover 96,FC Schalke 04,1:3,2015,32,Saturday,bl1
TSG Hoffenheim,FC Ingolstadt 04,2:1,2015,32,Saturday,bl1
FC Bayern München,Borussia Mönchengladbach,1:1,2015,32,Saturday,bl1
Bayer 04 Leverkusen,Hertha BSC,2:1,2015,32,Saturday,bl1
SV Werder Bremen,VfB Stuttgart,6:2,2015,32,Monday,bl1
1. FC Union Berlin,VfL Bochum,1:0,2015,32,Friday,bl2
FC St. Pauli,TSV 1860 München,0:2,2015,32,Friday,bl2
FSV Frankfurt,1. FC Kaiserslautern,1:4,2015,32,Friday,bl2
MSV Duisburg,Fortuna Düsseldorf,2:1,2015,32,Friday,bl2
RB Leipzig,Arminia Bielefeld,1:1,2015,32,Friday,bl2
SC Paderborn 07,SC Freiburg,1:2,2015,32,Friday,bl2
Eintracht Braunschweig,1. FC Nürnberg,3:1,2015,32,Saturday,bl2
SpVgg Greuther Fürth,1. FC Heidenheim 1846,0:2,2015,32,Saturday,bl2
Karlsruher SC,SV Sandhausen,3:0,2015,32,Monday,bl2
Eintracht Frankfurt,Borussia Dortmund,1:0,2015,33,Saturday,bl1
Borussia Mönchengladbach,Bayer 04 Leverkusen,2:1,2015,33,Saturday,bl1
Hamburger SV,VfL Wolfsburg,0:1,2015,33,Saturday,bl1
FC Schalke 04,FC Augsburg,1:1,2015,33,Saturday,bl1
1. FC Köln,SV Werder Bremen,0:0,2015,33,Saturday,bl1
Hannover 96,TSG Hoffenheim,1:0,2015,33,Saturday,bl1
VfB Stuttgart,1. FSV Mainz 05,1:3,2015,33,Saturday,bl1
FC Ingolstadt 04,FC Bayern München,1:2,2015,33,Saturday,bl1
Hertha BSC,SV Darmstadt 98,1:2,2015,33,Saturday,bl1
Arminia Bielefeld,1. FC Union Berlin,2:0,2015,33,Sunday,bl2
Fortuna Düsseldorf,FSV Frankfurt,1:0,2015,33,Sunday,bl2
RB Leipzig,Karlsruher SC,2:0,2015,33,Sunday,bl2
SV Sandhausen,MSV Duisburg,2:2,2015,33,Sunday,bl2
SC Freiburg,1. FC Heidenheim 1846,2:0,2015,33,Sunday,bl2
TSV 1860 München,SC Paderborn 07,1:0,2015,33,Sunday,bl2
VfL Bochum,Eintracht Braunschweig,2:3,2015,33,Sunday,bl2
1. FC Kaiserslautern,SpVgg Greuther Fürth,3:1,2015,33,Sunday,bl2
1. FC Nürnberg,FC St. Pauli,1:0,2015,33,Sunday,bl2
TSG Hoffenheim,FC Schalke 04,1:4,2015,34,Saturday,bl1
Bayer 04 Leverkusen,FC Ingolstadt 04,3:2,2015,34,Saturday,bl1
SV Darmstadt 98,Borussia Mönchengladbach,0:2,2015,34,Saturday,bl1
FC Augsburg,Hamburger SV,1:3,2015,34,Saturday,bl1
VfL Wolfsburg,VfB Stuttgart,3:1,2015,34,Saturday,bl1
SV Werder Bremen,Eintracht Frankfurt,1:0,2015,34,Saturday,bl1
Borussia Dortmund,1. FC Köln,2:2,2015,34,Saturday,bl1
FC Bayern München,Hannover 96,3:1,2015,34,Saturday,bl1
1. FSV Mainz 05,Hertha BSC,0:0,2015,34,Saturday,bl1
1. FC Heidenheim 1846,VfL Bochum,2:4,2015,34,Sunday,bl2
1. FC Union Berlin,SC Freiburg,2:1,2015,34,Sunday,bl2
Eintracht Braunschweig,Fortuna Düsseldorf,0:2,2015,34,Sunday,bl2
FC St. Pauli,1. FC Kaiserslautern,5:2,2015,34,Sunday,bl2
FSV Frankfurt,TSV 1860 München,2:1,2015,34,Sunday,bl2
Karlsruher SC,Arminia Bielefeld,1:1,2015,34,Sunday,bl2
MSV Duisburg,RB Leipzig,1:0,2015,34,Sunday,bl2
SC Paderborn 07,1. FC Nürnberg,0:1,2015,34,Sunday,bl2
SpVgg Greuther Fürth,SV Sandhausen,3:1,2015,34,Sunday,bl2
FC Bayern München,SV Werder Bremen,6:0,2016,1,Friday,bl1
Borussia Dortmund,1. FSV Mainz 05,2:1,2016,1,Saturday,bl1
1. FC Köln,SV Darmstadt 98,2:0,2016,1,Saturday,bl1
Hamburger SV,FC Ingolstadt 04,1:1,2016,1,Saturday,bl1
FC Augsburg,VfL Wolfsburg,0:2,2016,1,Saturday,bl1
Eintracht Frankfurt,FC Schalke 04,1:0,2016,1,Saturday,bl1
Borussia Mönchengladbach,Bayer 04 Leverkusen,2:1,2016,1,Saturday,bl1
Hertha BSC,SC Freiburg,2:1,2016,1,Sunday,bl1
TSG Hoffenheim,RB Leipzig,2:2,2016,1,Sunday,bl1
1. FC Kaiserslautern,Hannover 96,0:4,2016,1,Friday,bl2
VfL Bochum,1. FC Union Berlin,2:1,2016,1,Saturday,bl2
SV Sandhausen,Fortuna Düsseldorf,2:2,2016,1,Saturday,bl2
Dynamo Dresden,1. FC Nürnberg,1:1,2016,1,Saturday,bl2
SpVgg Greuther Fürth,TSV 1860 München,1:0,2016,1,Sunday,bl2
Eintracht Braunschweig,FC Kickers Würzburg,2:1,2016,1,Sunday,bl2
1. FC Heidenheim 1846,Erzgebirge Aue,1:0,2016,1,Sunday,bl2
Arminia Bielefeld,Karlsruher SC,0:0,2016,1,Sunday,bl2
VfB Stuttgart,FC St. Pauli,2:1,2016,1,Monday,bl2
FC Schalke 04,FC Bayern München,0:2,2016,2,Friday,bl1
Bayer 04 Leverkusen,Hamburger SV,3:1,2016,2,Saturday,bl1
VfL Wolfsburg,1. FC Köln,0:0,2016,2,Saturday,bl1
FC Ingolstadt 04,Hertha BSC,0:2,2016,2,Saturday,bl1
SV Darmstadt 98,Eintracht Frankfurt,1:0,2016,2,Saturday,bl1
SC Freiburg,Borussia Mönchengladbach,3:1,2016,2,Saturday,bl1
RB Leipzig,Borussia Dortmund,1:0,2016,2,Saturday,bl1
SV Werder Bremen,FC Augsburg,1:2,2016,2,Sunday,bl1
1. FSV Mainz 05,TSG Hoffenheim,4:4,2016,2,Sunday,bl1
1. FC Nürnberg,1. FC Heidenheim 1846,1:1,2016,2,Friday,bl2
Erzgebirge Aue,SV Sandhausen,2:0,2016,2,Friday,bl2
Fortuna Düsseldorf,VfB Stuttgart,1:0,2016,2,Friday,bl2
Karlsruher SC,VfL Bochum,1:1,2016,2,Saturday,bl2
FC St. Pauli,Eintracht Braunschweig,0:2,2016,2,Saturday,bl2
Hannover 96,SpVgg Greuther Fürth,3:1,2016,2,Sunday,bl2
TSV 1860 München,Arminia Bielefeld,1:0,2016,2,Sunday,bl2
FC Kickers Würzburg,1. FC Kaiserslautern,1:1,2016,2,Sunday,bl2
1. FC Union Berlin,Dynamo Dresden,2:2,2016,2,Monday,bl2
1. FC Köln,SC Freiburg,3:0,2016,3,Friday,bl1
FC Bayern München,FC Ingolstadt 04,3:1,2016,3,Saturday,bl1
Borussia Dortmund,SV Darmstadt 98,6:0,2016,3,Saturday,bl1
Hamburger SV,RB Leipzig,0:4,2016,3,Saturday,bl1
TSG Hoffenheim,VfL Wolfsburg,0:0,2016,3,Saturday,bl1
Eintracht Frankfurt,Bayer 04 Leverkusen,2:1,2016,3,Saturday,bl1
Borussia Mönchengladbach,SV Werder Bremen,4:1,2016,3,Saturday,bl1
FC Augsburg,1. FSV Mainz 05,1:3,2016,3,Sunday,bl1
Hertha BSC,FC Schalke 04,2:0,2016,3,Sunday,bl1
VfL Bochum,Hannover 96,1:1,2016,3,Friday,bl2
1. FC Heidenheim 1846,FC Kickers Würzburg,1:2,2016,3,Friday,bl2
SV Sandhausen,VfB Stuttgart,1:2,2016,3,Friday,bl2
Karlsruher SC,TSV 1860 München,0:0,2016,3,Saturday,bl2
SpVgg Greuther Fürth,Erzgebirge Aue,3:2,2016,3,Saturday,bl2
Eintracht Braunschweig,1. FC Nürnberg,6:1,2016,3,Sunday,bl2
Arminia Bielefeld,1. FC Union Berlin,4:4,2016,3,Sunday,bl2
Dynamo Dresden,FC St. Pauli,1:0,2016,3,Sunday,bl2
1. FC Kaiserslautern,Fortuna Düsseldorf,0:0,2016,3,Monday,bl2
VfL Wolfsburg,Borussia Dortmund,1:5,2016,4,Tuesday,bl1
FC Ingolstadt 04,Eintracht Frankfurt,0:2,2016,4,Tuesday,bl1
SV Darmstadt 98,TSG Hoffenheim,1:1,2016,4,Tuesday,bl1
SC Freiburg,Hamburger SV,1:0,2016,4,Tuesday,bl1
FC Bayern München,Hertha BSC,3:0,2016,4,Wednesday,bl1
Bayer 04 Leverkusen,FC Augsburg,0:0,2016,4,Wednesday,bl1
FC Schalke 04,1. FC Köln,1:3,2016,4,Wednesday,bl1
